,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
16163,Kamen Rider Ryuki,PS,2002,Action,Namco Bandai Games,0,0,0.13,0.01
16164,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011,Role-Playing,Unknown,0,0,0.01,0
16165,My Spanish Coach,DS,2007,Misc,Ubisoft,0.4,0.01M,0,0.03
16166,Tales of Phantasia,PS,1998,Role-Playing,Namco Bandai Games,0,0,0.54,0.04
16167,NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0,0.01
16168,Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0,0,0.03,0
16169,Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45M,0.53,0.01,0.12
16170,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0,0.01
16171,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0
16172,FlatOut,PS2,2004,Racing,Empire Interactive,0.19,0.15,0,0.05
16173,Need for Speed: Nitro,DS,2009,Racing,Electronic Arts,0.22,0.13,0,0.04
16174,MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.21,0.2,0,0.08
16175,XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0,0.01,0
16176,Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0,0.02
16177,Kiniro no Corda 2 f,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.04,0
16178,Fighter Destiny 2,N64,1999,Fighting,Imagineer,0.04,0.01,0,0
16179,Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,0.06,0,0,0
16180,Mirror's Edge,PS3,2008,Platform,Electronic Arts,0.31,0.59,0.02,0.22
16181,Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,0.92,0.4,0,0.12
16182,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ,0.09,0.02,0,0
16183,WWE WrestleMania 21,XB,2005,Fighting,THQ,0.34,0.1,0,0.02
16184,Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0,0.05,0.01
16185,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0,0,0
16186,Sniper Elite 3,XOne,2014,Shooter,505 Games,0.19,0.11,0,0.03
16187,Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0
16188,Super Street Fighter II,GEN,1993,Fighting,Capcom,0,0,0.15,0
16189,Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,0.27,0.08,0.01,0.03
16190,Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,0.04,0,0.03,0
16191,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007,Adventure,Sony Computer Entertainment,0,0,0.08,0
16192,NFL Xtreme 2,PS,1999,Sports,989 Studios,0.27,0.18,0M,0.03
16193,Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03
16194,Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft,120K,0.15,0,0.06
16196,Winter Sports 2011,X360,2011,Sports,DTP Entertainment,0,0.02,0,0
16197,"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0.08,0.06,0,0.02
16198,Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0
16199,Just Dance 2014,XOne,2013,Misc,Ubisoft,0.3,0.11,0,0.04
16200,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.12,0.05,0,0
16201,Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0,0,0.24,0
16202,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07
16203,Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,0.23,0.06,0,0
16204,Mystery Stories: Curse of the Ancient Spirits,DS,2011,Adventure,GSP,0.05,0.04,0,0.01
16205,MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1
16206,Mega Man X3,SNES,1995,Action,Laguna,0.04,0.01,0.3,0
16207,Spelling Challenges and more!,PSP,2007,Misc,Crave Entertainment,0.24,0,0,0.02
16208,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0,0.13
16209,NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02
16210,Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0,0
16211,The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0,0.03
16212,Romance of the Three Kingdoms XII,PS3,2012,Strategy,Tecmo Koei,0,0,0.09,0
16213,Lunar 2: Eternal Blue,SAT,1998,Role-Playing,Kadokawa Shoten,0,0,0.12,0
16214,Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0,0,0.02,0
16215,The Penguins of Madagascar,DS,2010,Action,THQ,0.13,0.12,0,0.02
16216,Cake Mania: Baker's Challenge,PSP,2008,Puzzle,Destineer,0.03,0,0,0
16217,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,0,0,0.05,0
16218,James Bond 007: Legends,X360,2012,Shooter,Activision,0.13,0.14,0,0.03
16219,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,0.76,0.72,0,0.16
16220,Mega Man X4,SAT,1997,Action,Capcom,0,0,0.07,0
16221,Hotel Giant DS,DS,2008,Simulation,Nobilis,0,0.01,0,0
16222,Game & Watch Gallery 3,GB,1999,Misc,Nintendo,0.79,0.31,0.08,0.04
16223,Let's Ride! Dreamer,GBA,2005,Adventure,DTP Entertainment,0.05,0.02,0,0
16224,ESPN International Winter Sports 2002,GC,2002,Sports,Konami Digital Entertainment,0.04,0.01,0,0
16225,Imagine: Party Planner,DS,2009,Simulation,Ubisoft,0.05,0,0,0
16226,Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,0.21,0,0,0.17
16227,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32
16228,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0,0,0
16229,SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.37,0.03,0.04,0.04
16230,Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0,0,0.03,0
16231,Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,0.02,0
16232,Supremacy MMA,X360,2011,Fighting,505 Games,0.05,0.03,0,0.01
16233,Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0
16234,Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.3,0,0.05
16235,Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1
16236,One Piece: Gigant Battle!,DS,2010,Fighting,Namco Bandai Games,0,0,0.36,0
16237,KimiKiss,PS2,2006,Adventure,Enterbrain,0,0,0.06,0
16238,Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03
16239,Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.16,0.03,0,0
16241,Bratz: Rock Angelz,PS2,2005,Misc,THQ,0.19,0.15,0,0.05
16242,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0,0.02
16243,[Prototype 2],PS3,2012,Action,Activision,0.36,0.28,0,0.11
16244,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,Square Enix,0,0,0.02,0
16245,Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo,0,0,0.29,0
16246,Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.39,0.18,0,0.05
16247,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0,0,0.06
16248,Hallowed Legends: Samhain,PC,2011,Adventure,Focus Home Interactive,0,0.02,0,0.01
16249,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05
16250,Teen Titans,GC,2006,Action,THQ,0.25,0.07,0,0.01
16251,pro evolution soccer 2011,PS2,2010,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11
16252,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05
16253,The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.01,0.01,0,0
16254,Midway Arcade Treasures 3,GC,2005,Misc,Midway Games,0.05,0.01,0,0
16255,Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.62,0.13,0,0.07
16256,A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,Banpresto,0,0,0.18,0
16257,FIFA 12,PSP,2011,Sports,Electronic Arts,0.12,0.26,0.02,0.14
16258,Planet 51,Wii,2009,Action,Sega,0.17,0.02,0,0.02
16259,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0,0,0
16260,Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05
16261,IHRA Drag Racing: Sportsman Edition,PS2,2006,Racing,Bethesda Softworks,0.04,0.03,0,0.01
16262,Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,0,0,0.44,0.03
16263,Frogs And Flies,2600,1981,Action,Mattel Interactive,0.33,0.02,0,0
16264,Bullet Girls,PSV,2014,Action,D3Publisher,0,0,0.06,0
16265,Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02
16266,Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0,0
16267,Eve: The Lost One,SAT,1998,Adventure,Imagineer,0,0,0.16,0
16268,Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05M,0,0.01
16269,Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0
16270,Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0,0.02
16271,Ben 10: Alien Force,PS2,2008,Action,Koch Media,0.22,0.02,0,0.33
16272,The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03
16273,Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0,0,0.06,0
16274,Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0,0,0.06,0
16276,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,2.79,2.61,0.17,1.03
16277,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18
16279,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93
16280,007: Quantum of Solace,X360,2008,Action,Activision,0.82,0.52,0.01,0.14
16281,Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0
16282,[Prototype],PS3,2009,Action,Activision,0.65,0.41,0,0.19
16283,Saturday Night Speedway,PS2,2004,Racing,Play It,0.1,0.08,0,0.03
16284,Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02
16285,Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01
16286,ZhuZhu Babies,DS,2011,Simulation,Activision,0.07,0.01,0,0.01
16287,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0,0,0.02,0
16288,Germany's Next Topmodel 2011,DS,2011,Simulation,7G//AMES,0,0.01,0,0
16289,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37
16290,The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.66,0.47,0,0.11
16291,Chicken Shoot,GBA,2005,Action,Zoo Digital Publishing,0.03,0.01,0,0
16292,Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.06,0.05,0,0.02
16293,Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01
16294,Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0,0.11
16295,R: Racing Evolution,XB,2003,Racing,Namco Bandai Games,0.06,0.02,0,0
16296,The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0,0.19,0,0.01
16297,Cake Mania 3,DS,2009,Simulation,Majesco Entertainment,0.13,0,0,0.01
16298,Guitar Hero,PS2,2005,Misc,RedOctane,1.67,0.61,0.03,0.07
16299,Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01
16300,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23
16301,Wonder World Amusement Park,DS,2009,Misc,Majesco Entertainment,0.08,0,0M,0.01
16302,Toriko: Gourmet Monsters!,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.16,0
16303,Jurassic Park,NES,1993,Action,Ocean,0.25,0.1,0,0.01
16304,Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0,0,0.08,0
16305,Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,0.01,0,0.1,0
16306,Ben 10: Alien Force,PSP,2008,Action,Koch Media,0.35,0.14,0,0.1
16307,Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,0,0,0.07,0
16308,Super Monkey Ball 2,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04
16309,Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Racing,Vivendi Games,0.01,0.01,0,0
16310,The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.66,0.78,0,0.28
16311,Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,THQ,0.11,0.07,0,0.03
16312,Spy Hunter,XB,2002,Racing,Midway Games,0.25,0.07,0,0.01
16313,ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0
16314,Matchbox Cross Town Heroes,GBA,2002,Racing,THQ,0.12,0.04,0,0
16315,MX World Tour Featuring Jamie Little,PS2,2005,Racing,Play It,0.08,0.07,0K,0.02
16316,Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,0.04,0,0,0
16317,Polaris,2600,1982,Action,Tigervision,0.26,0.02,0,0
16318,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0,0,0
16319,AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0,0,0.41,0
16320,Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0,0,0.28,0
16321,Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0.04,0K,0
16322,Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14
16323,Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01
16324,Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0,0.02
16325,Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06
16326,Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,0,0,0.09,0
16327,Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.11,0,0.04
16328,Resident Evil: Survivor,PS,2000,Action,Eidos Interactive,0.23,0.15,0.29,0.05
16329,Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0,0.01
16330,Midway Arcade Treasures,PS2,2003,Misc,Midway Games,720K,0.56,0,0.19
16331,TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02
16332,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73
16333,Pocket Pets,DS,2007,Simulation,O3 Entertainment,0.1,0,0,0.01
16334,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0
16335,This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0
16336,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.06
16337,FIFA 17,XOne,2016,Sports,Electronic Arts,0.17,1.26,0,0.1
16338,Lord of Apocalypse,PSP,2011,Role-Playing,Square Enix,0,0,0.1,0
16339,Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,0,0,0.49,0.03
16340,DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment,0,0,0.03,0
16341,Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,0,0,0.11,0
16342,HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0,0,0.03,0
16343,Ratatouille,PC,2007,Action,THQ,0.01,0.01,0,0
16344,Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,Sunrise Interactive,0,0,0.02,0
16345,Ikaruga,GC,2003,Shooter,Atari,0.07,0.02,0,0
16346,Gardening Mama,DS,2009,Puzzle,505 Games,0.8,0.43,0.01,0.13
16347,Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0M,0,0
16348,Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0,0,0.01
16349,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.02,0,0
16350,Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.17,0.23,0.02,0.09
16351,National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0,0.01
16352,Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0,0,0.26
16353,Legends of WrestleMania,X360,2009,Fighting,THQ,0.2,0.16,0,0.04
16354,The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0,0.02
16355,Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0,0.07,0,0.01
16356,Power Pro Kun Pocket 11,DS,2008,Sports,Konami Digital Entertainment,0,0,0.29,0
16357,Pastel Chime Continue,PSP,2010,Adventure,5pb,0,0,0.02,0
16358,Taito Legends 2,PS2,2006,Misc,Empire Interactive,0.01,0.01,0,0
16359,Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0,0
16360,Tropix,DS,2008,Puzzle,Capcom,0.06,0,0,0
16361,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0,0.16
16362,Unsolved Crimes,DS,2008,Adventure,Empire Interactive,0.04,0.01,0,0
16363,Pitfall II: Lost Caverns,2600,1983,Platform,Activision,1.22,0.07,0,0.02
16364,Super Castlevania IV,SNES,1991,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01
16365,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016,Adventure,Prototype,0,0,0.01,0
16366,Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,0,0,0.58,0.04
16367,Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games,0,0,0.03,0
16368,Sin and Punishment,N64,2000,Shooter,Nintendo,0,0,0.13,0
16369,NHL 17,PS4,2016,Sports,Electronic Arts,0.13,0.04,0,0.04
16370,Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0,0,0.03,0
16371,Wallace & Gromit: Curse of the Were-Rabbit,XB,2005,Adventure,Konami Digital Entertainment,0.01,0,0,0
16372,Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0,0
16373,Mega Man X2,SNES,1993,Platform,Laguna,0.09,0.02,0.45,0
16374,Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,50K,0,0.01
16375,Sound Novel Machi,SAT,1998,Adventure,ChunSoft,0,0,0.09,0
16376,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0
16377,Homeworld,PC,1998,Strategy,Vivendi Games,0,0.02,0,0
16378,Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0.03,0.08,0
16379,World Sports Competition,PS3,2009,Sports,Hudson Soft,0.02,0,0,0.01
16380,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05
16381,Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04
16382,Hard Hitter Tennis,PS2,2001,Sports,Midas Interactive Entertainment,0.15,0.11,0,0.04
16383,LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.55,0.04,0,0.05
16384,Tomb Raider: Underworld,PS2,2009,Action,Eidos Interactive,0.09,0.04M,0,0.05
16385,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0.04,0
16386,Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.08,0.06,0,0.01
16387,Mother 3,GBA,2006,Role-Playing,Nintendo,0,0,0.39,0.01
16388,Project Setsuna,PSV,2016,Role-Playing,Square Enix,0,0,0.05,0K
16389,NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0,0,0.01
16390,Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0,0,0
16391,My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,0,0.05,0,0.01
16392,Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0,0
16393,Mega Man 2,NES,1988,Action,Capcom,0.93,0.15,0.42,0.01
16395,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01
16396,Grandia III,PS2,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03
16397,Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,0.11,0,0,0.01
16398,Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09
16399,Beat Sketch!,PS3,2010,Misc,Sony Computer Entertainment,0,0,0.08,0
16400,Afrika,PS3,2008,Adventure,Unknown,0.12,0,0.08,0.01
16401,Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03
16402,The Golf Club,XOne,2014,Sports,Unknown,0.02,0,0,0
16403,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.89,1.54,0,0.46
16404,Die Hard: Vendetta,GC,2002,Shooter,NDA Productions,0.09,0.02,0,0
16405,CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0,0.1
16406,Around the World in 80 Days,GBA,2004,Action,Hip Interactive,0.03,0.01,0,0
16407,The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0,0.07
16408,NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0.53M,0.02,0,0.09
16409,Guitar Hero: Van Halen,X360,2009,Misc,Activision,0.16,0.1,0,0.03
16410,Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0,0,0.04,0
16411,Barbie and Her Sisters Puppy Rescue,3DS,2015,Action,Namco Bandai Games,0,0.03,0,0
16412,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01M
16413,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37
16414,Secret Agent Clank,PS2,2009,Platform,Sony Computer Entertainment,0.13,0.18,0,0.29
16415,EA Sports Active 2,Wii,2010,Sports,Electronic Arts,0.78,0.4,0,0.11
16416,Open Season,PSP,2006,Platform,Ubisoft,0.07,0,0,0.01
16417,TouchMaster 3(Others sales),DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0,0.24,0,0.02
16418,Tales of Phantasia,SNES,1995,Role-Playing,Namco Bandai Games,0,0,0.4,0
16419,Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo,1.02,0.13,0.04,0.01
16420,Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,0.05,0.01,0,0
16421,NHL 15,XOne,2014,Sports,Electronic Arts,0.31,0.06,0,0.03
16422,The BIGS,PSP,2007,Sports,Take-Two Interactive,0.1,0,0,0.01
16423,Hummer Badlands,XB,2006,Racing,Global Star,0.01,0,0,0
16424,Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,0,0,0.06,0
16426,Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09
16427,The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0
16428,Tales of the Tempest,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.18,0
16429,Mugen Keitai Disgaea,PS2,2007,Role-Playing,Tecmo Koei,0,0,0.09,0
16430,Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0,0.01
16433,Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0
16434,Utawarerumono Portable,PSP,2009,Role-Playing,Aqua Plus,0,0,0.03,0
16435,Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0,0,0
16436,Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.28,0,0.15
16437,Disney's Donald Duck: Goin' Quackers,N64,2000,Platform,Ubisoft,0.08,0.02,0,0
16438,NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0,0.01
16439,Far Cry: Primal,PS4,2016,Action,Ubisoft,0.59,1.16,0.06,0.33
16440,Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002,Adventure,Sony Computer Entertainment,0,0,0.41,0
16441,DEATH NOTE: Kira Game,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.12,0
16442,Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34
16443,Pump It Up: Exceed,XB,2005,Misc,Mastiff,0.01,0,0,0
16444,Midway's Greatest Arcade Hits Volume 1,N64,2000,Misc,Midway Games,0.19,0.05,0,0
16445,Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04
16446,J-League Jikkyou Winning Eleven 2000,PS,2000,Sports,Konami Digital Entertainment,0,0,0.15,0.01
16447,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02
16448,The New Tetris,N64,1999,Puzzle,Nintendo,0.22,0.05,0.02,0
16449,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,D3Publisher,0,0,0.04,0
16450,Lord of the Rings: Battle for Middle-Earth,X360,2006,Strategy,Electronic Arts,0.28,0,0,0.02
16451,Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0,0.01
16452,Little King's Story,Wii,2009,Strategy,Rising Star Games,0.15,0.11,0.02,0.02
16453,Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0,0
16454,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05
16455,My Fun Facts Coach,DS,2008,Misc,Ubisoft,0.07,0,0,0.01
16456,Bayonetta,PS3,2009,Action,Sega,0.44,0.41,0.21,0.17
16457,Tak: The Great Juju Challenge,GBA,2005,Platform,THQ,0.12,0.05,0,0
16458,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0,0.05,0.01
